Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,fifa_matched_club,fifa_player_match_long,fifa_player_match_score_long,fifa_player_match_short,fifa_player_match_score_short,Best_Match,Best_Match_Column,player_id,short_name,long_name,player_positions,age,height_cm,weight_kg,league_name,club_name,club_jersey_number,nationality_name,preferred_foot,player_face_url,pace
373,Alessandro Buongiorno,ITA,DF,Torino,Serie A,23,1999,18,16,1412,15.7,0,13.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,37.6,45.7,82.3,628.9,209.0,15.9,18.2,87.4,19.4,22.2,87.4,1.53,3.18,48.0,0.0,0.19,2.29,0.19,0.13,2.87,45.7,44.3,1.15,0.83,0.0,0.0,0.38,0.19,0.0,0.0,0.0,0.0,37.6,0.19,0.76,0.76,0.51,0.0,0.0,0.06,0.06,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.34,0.76,0.7,0.64,0.0,0.57,0.83,69.2,0.25,1.21,0.64,0.57,2.36,3.69,3.12,0.13,58.5,4.97,24.3,30.9,3.69,1.15,58.5,0.57,0.19,33.3,0.32,55.6,28.5,133.4,63.7,0.45,0.64,0.06,1.53,0.38,33.0,0.89,0.38,0.0,0.0,2.42,1.21,0.0,0.38,0.76,0.0,0.0,0.0,5.73,3.38,1.27,72.6,Torino,Alessandro Buongiorno,100,A. Buongiorno,86,Alessandro Buongiorno,long_name,243241.0,A. Buongiorno,Alessandro Buongiorno,CB,23.0,194.0,80.0,Serie A,Torino,4.0,Italy,Left,https://cdn.sofifa.net/players/243/241/23_120.png,58.0
376,Oliver Burke,SCO,FWMF,Werder Bremen,Bundesliga,25,1997,15,1,268,3.0,2,8.0,5.0,62.5,0.74,1.19,14.0,0.0,0.0,0.0,17.7,27.0,65.4,218.3,61.7,10.7,16.7,64.0,5.0,6.0,83.3,0.33,1.33,25.0,0.0,1.33,1.33,1.0,0.0,2.33,27.0,26.0,1.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,0.0,17.7,0.0,0.67,2.67,2.0,0.0,0.0,0.0,0.67,0.0,1.0,0.67,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.33,0.0,0.0,39.7,0.0,1.33,13.7,24.7,4.67,39.7,2.0,0.33,16.7,1.67,83.3,25.7,122.0,51.0,3.67,1.0,1.67,4.0,1.33,31.0,12.0,0.0,0.0,0.0,1.0,1.33,1.0,2.0,0.0,0.33,0.0,0.0,2.33,2.0,3.67,35.3,Werder Bremen,Oliver Burke,100,O. Burke,86,Oliver Burke,long_name,225632.0,O. Burke,Oliver Burke,"ST, RW, RW",25.0,188.0,82.0,Bundesliga,Werder Bremen,9.0,Scotland,Right,https://cdn.sofifa.net/players/225/632/23_120.png,88.0
377,Dan Burn,ENG,DF,Newcastle Utd,Premier League,30,1992,22,21,1854,20.6,0,11.0,3.0,27.3,0.0,0.0,12.0,0.0,0.0,0.0,39.9,50.3,79.3,668.3,255.5,19.2,21.8,88.0,17.0,20.7,82.2,2.91,5.53,52.6,0.0,0.39,2.72,0.34,0.05,3.25,50.3,42.9,7.28,0.58,0.0,0.24,0.53,6.65,0.0,0.0,0.0,0.0,39.9,0.1,0.78,0.97,0.87,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.21,0.83,0.68,0.34,0.19,0.63,1.41,44.8,0.78,1.17,0.49,0.68,0.92,2.14,4.03,0.05,60.5,5.29,24.7,26.1,10.0,1.75,60.5,0.53,0.19,36.4,0.34,63.6,27.2,126.2,67.0,0.73,0.68,0.05,0.53,0.19,33.3,1.17,0.1,0.0,0.0,0.92,0.05,0.19,0.53,0.83,0.0,0.05,0.0,4.47,2.57,1.21,67.9,Newcastle United,Dan Burn,100,D. Burn,82,Dan Burn,long_name,198032.0,D. Burn,Dan Burn,"CB, LB",30.0,198.0,87.0,Premier League,Newcastle United,33.0,England,Left,https://cdn.sofifa.net/players/198/032/23_120.png,47.0
378,Maxime Busi,BEL,DF,Reims,Ligue 1,23,1999,9,7,614,6.8,0,3.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,32.8,46.2,71.0,565.1,228.7,17.2,21.5,80.1,10.9,15.0,72.5,4.12,7.35,56.0,1.0,0.44,3.09,1.18,0.59,3.24,46.2,35.9,10.1,0.59,0.15,0.15,2.06,9.56,0.0,0.0,0.0,0.0,32.8,0.15,1.47,1.62,1.47,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.35,1.76,1.18,1.03,0.15,1.47,2.35,62.5,0.88,1.03,0.29,0.74,0.88,3.24,2.06,0.0,56.5,3.53,15.3,27.1,14.9,1.18,56.5,2.79,0.59,21.1,1.62,57.9,33.8,217.9,111.5,2.21,2.21,0.44,1.76,0.59,29.1,3.68,0.44,0.0,0.0,1.32,0.44,0.0,2.06,1.76,0.0,0.15,0.0,6.91,1.03,1.32,43.8,Reims,Maxime Busi,100,M. Busi,86,Maxime Busi,long_name,245084.0,M. Busi,Maxime Busi,RB,22.0,182.0,75.0,Ligue 1,Reims,4.0,Belgium,Right,https://cdn.sofifa.net/players/245/084/23_120.png,72.0
379,Sergio Busquets,ESP,MF,Barcelona,La Liga,34,1988,18,16,1302,14.5,0,4.0,1.0,25.0,0.0,0.0,23.0,0.0,0.0,0.0,64.5,72.2,89.3,1141.3,305.7,29.3,31.8,92.2,26.9,29.5,91.1,6.83,8.21,83.2,1.0,0.76,7.86,0.9,0.14,7.93,72.2,69.4,2.69,2.62,0.55,0.14,0.14,0.07,0.0,0.0,0.0,0.0,64.5,0.07,0.55,2.41,2.34,0.0,0.0,0.0,0.07,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.55,1.31,0.97,1.24,0.34,1.17,1.93,60.7,0.76,1.31,0.34,0.97,1.17,3.72,1.45,0.14,81.3,2.48,15.6,54.5,11.9,0.69,81.3,0.48,0.28,57.1,0.07,14.3,45.0,180.3,82.9,0.48,1.17,0.0,0.97,0.62,57.9,1.24,0.41,0.07,0.07,1.24,2.0,0.0,0.14,1.31,0.0,0.0,0.0,6.83,2.55,2.21,53.6,FC Barcelona,Sergio Busquets i Burgos,90,Sergio Busquets,100,Sergio Busquets,short_name,189511.0,Sergio Busquets,Sergio Busquets i Burgos,CM,33.0,189.0,76.0,La Liga,FC Barcelona,5.0,Spain,Right,https://cdn.sofifa.net/players/189/511/23_120.png,42.0
380,Aurélio Buta,POR,DF,Eint Frankfurt,Bundesliga,26,1997,4,2,228,2.5,2,2.0,2.0,100.0,2.53,2.53,18.9,0.0,0.0,0.0,35.6,48.4,73.6,548.0,168.4,18.0,20.8,86.5,14.0,18.8,74.5,2.4,4.4,54.5,0.0,0.0,2.4,1.2,0.4,2.4,48.4,38.8,9.6,0.4,0.0,0.0,2.4,9.2,0.0,0.0,0.0,0.0,35.6,0.0,2.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.0,1.2,1.2,0.8,0.0,1.6,2.0,80.0,0.4,2.0,0.4,1.6,1.2,3.2,1.2,0.0,58.0,2.0,16.0,27.6,16.0,1.6,58.0,1.6,0.4,25.0,0.4,25.0,28.8,186.0,82.4,3.2,2.8,0.8,0.8,1.2,31.2,4.4,0.0,0.0,0.0,1.6,0.8,0.0,2.4,1.2,0.0,0.0,0.0,5.6,0.8,2.4,25.0,Eintracht Frankfurt,Aurélio Gabriel Ulineia Buta,86,Aurélio Buta,100,Aurélio Buta,short_name,234573.0,Aurélio Buta,Aurélio Gabriel Ulineia Buta,"RW, RB, RB",25.0,172.0,66.0,Bundesliga,Eintracht Frankfurt,24.0,Portugal,Right,https://cdn.sofifa.net/players/234/573/23_120.png,93.0
381,Marcin Bu?ka,POL,GK,Nice,Ligue 1,23,1999,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.5,80.6,732.5,578.0,4.5,4.5,100.0,16.0,16.5,97.0,6.5,12.5,52.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,21.5,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,35.0,32.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,23.0,105.0,36.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,Nice,Marcin Bułka,92,M. Bułka,74,Marcin Bułka,long_name,238186.0,M. Bułka,Marcin Bułka,GK,22.0,199.0,90.0,Ligue 1,Nice,90.0,Poland,Right,https://cdn.sofifa.net/players/238/186/23_120.png,
382,Jamie Bynoe-Gittens,ENG,FWMF,Dortmund,Bundesliga,18,2004,9,2,285,3.2,3,14.0,8.0,57.1,0.66,1.2,17.6,0.0,0.0,0.0,21.3,26.9,79.1,267.2,75.6,14.4,17.2,83.6,5.31,5.94,89.5,0.31,1.56,20.0,0.0,0.31,2.5,0.94,0.0,1.88,26.9,25.6,0.94,0.0,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,21.3,0.31,0.0,3.75,2.81,0.0,0.0,0.63,0.31,0.0,1.88,1.88,0.0,0.0,0.0,0.0,0.0,1.56,0.94,0.63,0.63,0.31,0.31,0.94,33.3,0.63,0.0,0.0,0.0,0.0,1.56,0.0,0.0,44.7,0.31,5.0,13.1,27.2,7.5,44.7,7.19,0.63,8.7,5.31,73.9,32.8,245.0,123.4,3.75,1.56,3.44,3.44,0.31,36.6,6.25,0.0,0.0,0.0,1.25,3.13,0.0,0.94,0.94,0.0,0.0,0.0,2.5,0.94,1.56,37.5,Borussia Dortmund,Jamie Bynoe-Gittens,100,J. Bynoe-Gittens,88,Jamie Bynoe-Gittens,long_name,266032.0,J. Bynoe-Gittens,Jamie Bynoe-Gittens,"LW, RW",17.0,175.0,70.0,Bundesliga,Borussia Dortmund,43.0,England,Right,https://cdn.sofifa.net/players/266/032/23_120.png,82.0
383,Juan Cabal,COL,DF,Hellas Verona,Serie A,22,2001,3,0,57,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,66.7,476.7,191.7,16.7,20.0,83.3,11.7,15.0,77.8,1.67,8.33,20.0,0.0,1.67,5.0,1.67,1.67,5.0,45.0,40.0,5.0,1.67,0.0,1.67,3.33,3.33,0.0,0.0,0.0,0.0,30.0,0.0,1.67,5.0,3.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.67,0.0,0.0,1.67,1.67,100.0,0.0,0.0,0.0,0.0,1.67,3.33,1.67,0.0,58.3,11.7,25.0,30.0,6.67,0.0,58.3,1.67,0.0,0.0,0.0,0.0,28.3,121.7,86.7,0.0,1.67,0.0,3.33,0.0,26.7,5.0,1.67,0.0,0.0,1.67,3.33,0.0,3.33,1.67,0.0,0.0,0.0,15.0,0.0,6.67,0.0,Hellas Verona,Juan Ignacio Gómez Taleb,86,J. Cabal,79,Juan Ignacio Gómez Taleb,long_name,203671.0,J. Gomez,Juan Ignacio Gómez Taleb,"RW, LW, ST",30.0,180.0,75.0,Serie A,Hellas Verona,21.0,Argentina,Right,https://cdn.sofifa.net/players/203/671/16_120.png,83.0
384,Rémy Cabella,FRA,MFFW,Lille,Ligue 1,32,1990,16,13,1197,13.3,4,21.0,14.0,66.7,2.53,3.86,14.8,0.3,0.0,0.0,53.0,65.5,80.9,780.6,261.4,29.8,33.4,89.2,17.1,21.0,81.4,3.01,5.71,52.6,6.0,3.53,5.86,2.71,0.45,8.95,65.5,59.2,6.09,2.18,0.45,0.23,5.04,0.75,2.86,1.2,0.9,0.0,53.0,0.23,1.73,6.84,5.26,1.05,0.08,0.23,0.15,0.08,0.6,0.53,0.08,0.0,0.0,0.0,0.0,2.56,1.65,0.75,1.2,0.6,1.05,1.8,58.3,0.75,2.18,0.15,2.03,0.6,3.16,0.38,0.08,77.0,0.75,6.84,35.5,35.4,4.96,77.0,2.11,0.75,35.7,0.9,42.9,59.4,346.4,158.0,4.51,3.16,1.2,2.18,1.43,56.2,8.2,0.15,0.0,0.0,0.9,1.28,0.08,5.04,1.65,0.0,0.0,0.0,5.86,0.15,0.83,15.4,Lille,Rémy Cabella,100,L. Rémy,86,Rémy Cabella,long_name,193476.0,R. Cabella,Rémy Cabella,CM,32.0,172.0,68.0,Ligue 1,Lille,17.0,France,Right,https://cdn.sofifa.net/players/193/476/23_120.png,76.0
385,Jimmy Cabot,FRA,DFMF,Lens,Ligue 1,28,1994,11,5,511,5.7,0,5.0,1.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,45.8,60.7,75.4,812.1,267.9,21.6,24.0,89.8,17.9,22.8,78.5,5.61,11.9,47.1,1.0,2.98,3.33,2.28,0.7,5.09,60.7,46.7,13.7,0.7,0.18,0.35,8.77,7.19,5.79,2.11,2.46,0.0,45.8,0.35,1.23,5.44,4.04,1.23,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,3.51,2.11,1.75,1.4,0.35,2.11,4.56,46.2,2.46,0.88,0.0,0.88,0.7,4.21,2.11,0.0,75.8,2.28,15.4,28.4,33.9,3.33,75.8,4.21,2.11,50.0,1.93,45.8,49.5,351.2,155.6,4.56,2.98,1.4,4.56,1.05,43.3,11.4,0.35,0.0,0.0,2.46,0.0,0.18,8.77,2.11,0.0,0.0,0.0,8.77,0.53,0.53,50.0,Lens,Jimmy Cabot,100,J. Cabot,79,Jimmy Cabot,long_name,212947.0,J. Cabot,Jimmy Cabot,"RW, RB",28.0,164.0,64.0,Ligue 1,Lens,19.0,France,Right,https://cdn.sofifa.net/players/212/947/23_120.png,88.0
386,Leandro Cabrera,URU,DF,Espanyol,La Liga,31,1991,19,19,1647,18.3,0,14.0,3.0,21.4,0.0,0.0,9.6,0.0,0.0,0.0,32.0,44.6,71.6,691.1,310.1,9.23,11.2,82.4,16.9,20.4,83.1,5.46,11.6,47.2,0.0,0.44,2.79,0.49,0.11,2.95,44.6,40.5,3.72,2.46,0.0,0.44,0.33,1.26,0.0,0.0,0.0,0.0,32.0,0.38,0.38,1.04,0.82,0.05,0.0,0.16,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.09,0.55,0.71,0.38,0.0,0.6,0.82,73.3,0.22,1.26,0.98,0.27,1.48,2.57,4.15,0.11,54.6,7.21,25.4,26.6,2.9,1.37,54.6,0.0,0.0,0.0,0.0,0.0,25.7,111.1,50.8,0.49,0.22,0.05,0.22,0.11,29.6,0.16,0.16,0.05,0.0,0.98,0.49,0.05,0.33,0.55,0.0,0.0,0.0,4.86,2.51,1.53,62.2,Espanyol,Leandro Daniel Cabrera Sasía,86,L. Cabrera,86,Leandro Daniel Cabrera Sasía,long_name,192816.0,L. Cabrera,Leandro Daniel Cabrera Sasía,"CB, LB",31.0,190.0,82.0,La Liga,Espanyol,4.0,Uruguay,Left,https://cdn.sofifa.net/players/192/816/23_120.png,56.0
387,Liberato Cacace,NZL,DF,Empoli,Serie A,22,2000,5,2,274,3.0,0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,53.3,68.0,78.4,829.3,266.7,27.0,29.7,91.0,23.0,29.3,78.4,2.0,5.33,37.5,0.0,1.33,4.67,0.0,0.0,7.0,68.0,54.7,13.3,1.0,0.0,0.33,4.33,12.3,0.0,0.0,0.0,0.0,53.3,0.0,1.33,4.33,3.33,0.0,0.33,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,5.67,2.33,2.33,2.33,1.0,2.0,3.0,66.7,1.0,2.33,1.0,1.33,1.0,6.67,1.67,0.0,87.0,4.0,23.3,40.3,24.3,2.33,87.0,2.67,1.33,50.0,1.33,50.0,39.7,303.0,195.7,5.67,4.33,1.33,0.67,1.0,46.7,6.33,0.0,0.0,0.0,1.33,0.67,0.0,4.33,2.33,0.0,0.33,0.0,5.0,0.67,4.33,13.3,Empoli,Liberato Gianpaolo Cacace,86,L. Cacace,86,Liberato Gianpaolo Cacace,long_name,242429.0,L. Cacace,Liberato Gianpaolo Cacace,"LB, LB",21.0,184.0,81.0,Serie A,Empoli,3.0,New Zealand,Left,https://cdn.sofifa.net/players/242/429/23_120.png,79.0
389,Cafú,POR,MF,Nott'ham Forest,Premier League,29,1993,1,0,7,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,450.0,410.0,0.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,10.0,20.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,120.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Nottingham Forest,Taiwo Michael Awoniyi,60,Cafú,100,Cafú,short_name,218623.0,Cafú,Carlos Miguel Ribeiro Dias,"CM, CM",29.0,185.0,82.0,Premier League,Nottingham Forest,18.0,Portugal,Right,https://cdn.sofifa.net/players/218/623/23_120.png,66.0
390,Moisés Caicedo,ECU,MF,Brighton,Premier League,21,2001,20,19,1729,19.2,1,14.0,5.0,35.7,1.34,3.84,23.7,0.0,0.0,0.0,54.1,61.4,88.2,850.0,225.5,28.5,31.1,91.5,19.8,21.9,90.3,4.17,4.95,84.2,1.0,1.2,4.69,1.3,0.21,6.46,61.4,61.0,0.31,0.16,0.36,0.31,0.47,0.16,0.0,0.0,0.0,0.0,54.1,0.0,0.99,2.24,2.14,0.0,0.0,0.1,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.97,1.46,1.04,1.46,0.47,1.2,1.72,69.7,0.52,0.94,0.1,0.83,1.61,4.58,0.99,0.1,71.2,2.76,16.1,40.3,15.8,0.83,71.2,0.99,0.42,42.1,0.57,57.9,41.9,176.4,78.7,0.83,0.83,0.21,1.15,0.89,51.8,1.56,0.31,0.0,0.0,2.03,1.3,0.0,0.47,1.46,0.0,0.0,0.0,6.67,1.2,0.68,63.9,Brighton & Hove Albion,Moisés Isaac Caicedo Corozo,86,M. Caicedo,84,Moisés Isaac Caicedo Corozo,long_name,256079.0,M. Caicedo,Moisés Isaac Caicedo Corozo,"CM, CM",20.0,178.0,71.0,Premier League,Brighton & Hove Albion,25.0,Ecuador,Right,https://cdn.sofifa.net/players/256/079/23_120.png,73.0
391,Tom Cairney,SCO,MF,Fulham,Premier League,32,1991,22,1,471,5.2,0,11.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,65.8,76.9,85.5,1083.5,257.9,33.7,36.7,91.6,22.9,26.7,85.6,6.73,9.23,72.9,0.0,1.92,7.12,2.12,0.77,9.62,76.9,74.0,2.88,0.38,0.38,0.58,3.46,0.77,1.15,0.38,0.38,0.0,65.8,0.0,0.77,5.0,3.85,0.38,0.19,0.38,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.5,0.77,0.38,1.15,0.96,1.15,1.15,100.0,0.0,1.54,0.19,1.35,0.38,2.88,0.38,0.0,89.6,0.38,13.7,42.3,35.4,3.46,89.6,2.12,0.96,45.5,0.77,36.4,57.7,317.1,157.9,4.04,3.46,1.15,2.5,1.92,68.1,5.0,0.19,0.0,0.0,0.58,1.54,0.0,3.46,0.77,0.0,0.0,0.0,7.12,0.77,0.77,50.0,Fulham,Tom Cairney,100,T. Cairney,86,Tom Cairney,long_name,195202.0,T. Cairney,Tom Cairney,"CM, CM",31.0,186.0,84.0,Premier League,Fulham,10.0,Scotland,Left,https://cdn.sofifa.net/players/195/202/23_120.png,58.0
392,Jens Cajuste,SWE,MF,Reims,Ligue 1,23,1999,16,8,858,9.5,1,13.0,3.0,23.1,0.76,3.15,18.8,0.0,0.0,0.0,36.0,44.4,81.0,647.6,180.4,15.9,19.1,83.4,15.1,17.9,84.1,4.0,5.68,70.4,1.0,0.95,4.0,0.84,0.0,6.11,44.4,43.3,1.05,0.74,0.32,0.42,0.21,0.21,0.11,0.0,0.0,0.0,36.0,0.11,1.16,2.95,2.53,0.0,0.11,0.11,0.11,0.11,0.21,0.11,0.0,0.11,0.0,0.0,0.0,3.79,1.79,2.11,1.05,0.63,1.89,3.37,56.3,1.47,2.11,0.42,1.68,1.26,5.05,1.58,0.0,59.1,3.16,16.4,30.8,12.5,1.89,59.1,2.84,1.05,37.0,1.05,37.0,42.1,231.6,131.1,2.0,2.0,0.21,2.21,1.05,36.9,1.16,0.63,0.11,0.11,2.0,2.11,0.0,0.21,1.79,0.0,0.0,0.0,7.16,0.84,1.16,42.1,Reims,Jens-Lys Michel Cajuste,86,J. Cajuste,84,Jens-Lys Michel Cajuste,long_name,244472.0,J. Cajuste,Jens-Lys Michel Cajuste,"CM, CM",22.0,188.0,77.0,Ligue 1,Reims,8.0,Sweden,Right,https://cdn.sofifa.net/players/244/472/23_120.png,75.0
393,Cala,ESP,DF,Cádiz,La Liga,33,1989,3,1,137,1.5,0,1.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,20.0,25.3,78.9,528.0,182.7,2.67,3.33,80.0,9.33,11.3,82.4,8.0,10.7,75.0,0.0,0.0,0.0,0.0,0.0,1.33,25.3,22.0,3.33,3.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.67,0.67,0.67,0.0,0.67,1.33,50.0,0.67,1.33,0.67,0.67,0.67,2.0,8.0,0.0,39.3,8.67,24.7,14.0,0.67,0.67,39.3,0.0,0.0,0.0,0.0,0.0,12.7,39.3,5.33,0.0,0.0,0.0,0.0,0.67,14.7,0.0,0.0,0.0,0.0,0.67,3.33,0.0,0.0,0.67,0.0,0.0,0.0,2.0,2.0,2.67,42.9,Cádiz,Filip Malbašić,68,Juan Cala,90,Juan Cala,short_name,186519.0,Juan Cala,Juan Torres Ruiz,CB,32.0,185.0,78.0,La Liga,Cádiz,16.0,Spain,Right,https://cdn.sofifa.net/players/186/519/23_120.png,50.0
394,Davide Calabria,ITA,DF,Milan,Serie A,26,1996,14,13,1000,11.1,1,7.0,1.0,14.3,1.56,11.11,21.1,0.0,0.0,0.0,52.8,66.0,79.9,933.1,341.4,22.4,24.1,93.3,23.9,27.4,87.2,5.32,11.7,45.4,2.0,0.81,3.24,0.99,0.72,4.86,66.0,54.8,10.9,0.9,0.0,0.18,2.61,9.55,0.45,0.0,0.45,0.0,52.8,0.36,1.17,1.62,1.44,0.09,0.0,0.0,0.09,0.0,0.27,0.18,0.0,0.0,0.0,0.09,0.0,4.5,2.34,2.07,1.89,0.54,2.52,3.87,65.1,1.35,1.26,0.36,0.9,1.53,6.04,1.8,0.0,77.1,3.78,24.4,38.4,15.3,0.81,77.1,0.72,0.09,12.5,0.45,62.5,38.5,172.4,103.1,1.35,1.35,0.09,0.54,0.27,46.0,3.87,0.36,0.0,0.0,0.9,0.81,0.09,2.61,2.34,0.09,0.09,0.0,6.13,0.45,0.63,41.7,Milan,Davide Calabria,100,D. Calabria,85,Davide Calabria,long_name,228881.0,D. Calabria,Davide Calabria,RB,25.0,177.0,70.0,Serie A,Milan,2.0,Italy,Right,https://cdn.sofifa.net/players/228/881/23_120.png,79.0
395,Mattia Caldara,ITA,DF,Spezia,Serie A,28,1994,14,10,969,10.8,0,8.0,2.0,25.0,0.0,0.0,11.4,0.0,0.0,0.0,32.7,42.4,77.1,581.5,220.8,13.2,15.7,84.1,15.7,19.4,81.3,3.06,6.02,50.8,0.0,0.09,1.39,0.09,0.0,2.31,42.4,38.1,4.07,2.04,0.0,0.19,0.09,0.74,0.0,0.0,0.0,0.0,32.7,0.19,0.37,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.76,1.02,0.83,0.74,0.19,0.74,1.67,44.4,0.93,1.39,0.83,0.56,1.3,3.06,5.93,0.19,55.6,9.26,31.0,21.9,3.43,1.2,55.6,0.46,0.19,40.0,0.19,40.0,26.8,134.7,61.0,0.46,0.19,0.0,0.46,0.37,25.4,0.37,0.46,0.0,0.0,1.3,0.83,0.0,0.09,1.02,0.0,0.0,0.0,6.57,2.31,1.76,56.8,Spezia,Mattia Caldara,100,M. Caldara,84,Mattia Caldara,long_name,220477.0,M. Caldara,Mattia Caldara,CB,28.0,187.0,80.0,Serie A,Spezia,29.0,Italy,Right,https://cdn.sofifa.net/players/220/477/23_120.png,58.0
