Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,fifa_matched_club,fifa_player_match_long,fifa_player_match_score_long,fifa_player_match_short,fifa_player_match_score_short,Best_Match,Best_Match_Column,player_id,short_name,long_name,player_positions,age,height_cm,weight_kg,league_name,club_name,club_jersey_number,nationality_name,preferred_foot,player_face_url,pace
25,Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,25,1997,19,18,1599,17.8,0,14.0,2.0,14.3,0.0,0.0,15.4,0.0,0.0,0.0,43.4,50.8,85.4,900.9,316.7,13.1,14.7,88.9,23.0,25.1,91.7,6.8,9.83,69.1,2.0,0.34,3.2,0.45,0.0,3.31,50.8,48.5,2.25,2.08,0.22,0.67,0.0,0.11,0.0,0.0,0.0,0.0,43.4,0.11,0.34,1.18,0.96,0.06,0.0,0.17,0.0,0.0,0.17,0.11,0.0,0.0,0.06,0.0,0.0,2.58,1.63,2.02,0.56,0.0,1.57,2.3,68.3,0.73,1.12,0.51,0.62,1.18,3.76,4.33,0.11,62.3,8.48,32.9,27.5,2.53,0.73,62.3,0.39,0.22,57.1,0.17,42.9,43.5,264.2,134.4,0.62,0.67,0.11,0.84,0.51,37.0,0.28,0.11,0.11,0.0,1.01,0.28,0.0,0.0,1.63,0.0,0.0,0.0,8.2,1.85,1.35,57.9,Reims,Emmanuel Elysee Djedje Agbadou,86,E. Agbadou,86,Emmanuel Elysee Djedje Agbadou,long_name,258575.0,E. Agbadou,Emmanuel Elysee Djedje Agbadou,"CB, CM",25.0,192.0,86.0,Ligue 1,Reims,24.0,Côte d'Ivoire,Right,https://cdn.sofifa.net/players/258/575/23_120.png,67.0
26,Lucien Agoume,FRA,MF,Troyes,Ligue 1,21,2002,5,4,286,3.2,0,1.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,47.5,57.2,83.1,832.2,203.1,20.9,24.1,87.0,18.4,21.3,86.8,6.25,8.75,71.4,0.0,0.63,3.13,0.94,0.31,5.94,57.2,55.0,1.88,1.25,0.0,0.94,0.94,0.31,0.31,0.31,0.0,0.0,47.5,0.31,0.94,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2.19,1.88,1.25,1.25,1.56,2.19,71.4,0.63,0.63,0.31,0.31,1.88,6.25,1.25,0.0,69.7,3.13,20.3,36.3,13.4,1.25,69.7,1.56,0.63,40.0,0.31,20.0,52.5,275.6,113.1,1.25,1.88,0.0,0.63,0.94,48.8,0.31,0.63,0.0,0.0,2.19,1.56,0.31,0.94,2.19,0.0,0.0,0.0,5.63,3.13,0.63,83.3,Troyes,Lucien Jefferson Agoume,86,L. Agoumé,74,Lucien Jefferson Agoume,long_name,246683.0,L. Agoumé,Lucien Jefferson Agoume,"CM, CM",20.0,188.0,72.0,Ligue 1,Troyes,8.0,France,Right,https://cdn.sofifa.net/players/246/683/23_120.png,64.0
27,Felix Agu,GER,DFFW,Werder Bremen,Bundesliga,23,1999,3,0,49,0.5,0,1.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,32.0,50.0,64.0,598.0,288.0,8.0,10.0,80.0,18.0,20.0,90.0,4.0,12.0,33.3,0.0,2.0,2.0,2.0,0.0,4.0,50.0,38.0,12.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,4.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,66.0,2.0,14.0,26.0,28.0,4.0,66.0,6.0,0.0,0.0,4.0,66.7,38.0,330.0,48.0,0.0,4.0,0.0,2.0,4.0,38.0,4.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,50.0,Werder Bremen,Felix Agu,100,F. Agu,86,Felix Agu,long_name,243350.0,F. Agu,Felix Agu,"RB, LB",22.0,180.0,67.0,Bundesliga,Werder Bremen,27.0,Germany,Right,https://cdn.sofifa.net/players/243/350/23_120.png,83.0
29,Kevin Agudelo,COL,MFFW,Spezia,Serie A,24,1998,21,16,1443,16.0,0,18.0,5.0,27.8,0.0,0.0,20.5,0.0,0.0,0.0,19.6,27.8,70.6,297.8,103.3,11.1,13.9,79.4,6.38,8.31,76.7,1.19,2.19,54.3,0.0,0.88,2.44,1.0,0.06,4.31,27.8,26.6,0.88,0.13,0.13,0.06,1.31,0.25,0.31,0.19,0.13,0.0,19.6,0.31,1.19,1.88,1.31,0.06,0.19,0.19,0.13,0.0,0.13,0.06,0.0,0.0,0.0,0.06,0.0,2.94,1.38,0.88,1.25,0.81,1.13,2.75,40.9,1.63,1.75,0.25,1.5,0.44,3.38,0.13,0.0,41.8,0.5,6.25,19.6,17.3,2.06,41.8,3.38,1.38,40.7,1.63,48.1,23.9,173.9,94.6,2.88,2.38,0.69,2.63,2.44,25.4,3.88,0.13,0.0,0.0,1.63,1.75,0.13,1.31,1.38,0.0,0.0,0.0,5.69,0.56,1.25,31.0,Spezia,Kevin Andrés Agudelo Ardila,86,K. Agudelo,84,Kevin Andrés Agudelo Ardila,long_name,243253.0,K. Agudelo,Kevin Andrés Agudelo Ardila,"CM, CM",23.0,178.0,70.0,Serie A,Spezia,33.0,Colombia,Left,https://cdn.sofifa.net/players/243/253/23_120.png,76.0
30,Nayef Aguerd,MAR,DF,West Ham,Premier League,26,1996,6,5,515,5.7,0,5.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,30.9,39.5,78.2,633.2,283.3,10.0,10.9,91.9,16.5,19.5,84.7,4.04,8.07,50.0,0.0,0.18,1.93,0.35,0.0,1.58,39.5,37.7,1.4,1.4,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.35,0.35,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,1.58,1.58,0.7,0.0,1.23,1.58,77.8,0.35,1.23,1.05,0.18,1.05,3.33,4.39,0.0,50.5,6.32,26.0,23.3,1.58,1.05,50.5,0.18,0.18,100.0,0.0,0.0,27.7,105.1,51.2,0.18,0.0,0.0,0.53,0.0,30.2,0.35,0.53,0.0,0.0,0.7,0.7,0.18,0.0,1.58,0.0,0.0,0.0,5.26,1.75,1.05,62.5,West Ham United,Nayef Aguerd,100,N. Aguerd,82,Nayef Aguerd,long_name,244749.0,N. Aguerd,Nayef Aguerd,CB,26.0,190.0,76.0,Premier League,West Ham United,27.0,Morocco,Left,https://cdn.sofifa.net/players/244/749/23_120.png,73.0
31,Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,13,7,615,6.8,0,2.0,2.0,100.0,0.0,0.0,12.1,0.0,0.0,0.0,47.9,58.7,81.7,753.8,310.6,25.0,28.1,89.0,18.8,22.2,84.8,2.79,5.15,54.3,0.0,0.15,4.26,1.03,0.29,6.47,58.7,48.5,10.1,0.59,0.0,0.15,1.76,9.56,0.0,0.0,0.0,0.0,47.9,0.0,1.47,1.18,0.88,0.15,0.0,0.15,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.91,0.74,0.88,0.44,0.59,0.74,1.91,38.5,1.18,0.44,0.0,0.44,1.91,3.82,2.79,0.0,69.3,3.38,17.6,33.1,18.7,2.06,69.3,0.74,0.44,60.0,0.15,20.0,42.9,223.7,96.9,1.47,0.88,0.15,1.03,0.44,39.7,3.24,0.29,0.0,0.0,1.47,1.03,0.0,1.76,0.74,0.0,0.0,0.0,5.29,0.74,1.32,35.7,Monaco,Ruben Aguilar,100,R. Aguilar,84,Ruben Aguilar,long_name,223597.0,R. Aguilar,Ruben Aguilar,RB,29.0,170.0,71.0,Ligue 1,Monaco,26.0,France,Right,https://cdn.sofifa.net/players/223/597/23_120.png,75.0
33,Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,20,2002,17,17,1398,15.5,2,16.0,5.0,31.3,2.02,6.21,22.1,0.0,0.0,0.0,29.0,34.1,84.9,449.4,106.5,14.4,15.6,92.1,12.1,13.2,91.7,1.35,2.58,52.5,2.0,0.97,2.45,0.45,0.13,3.61,34.1,33.2,0.84,0.26,0.13,0.06,0.39,0.32,0.0,0.0,0.0,0.0,29.0,0.13,0.84,2.45,2.0,0.0,0.19,0.13,0.06,0.06,0.45,0.45,0.0,0.0,0.0,0.0,0.0,1.1,0.71,0.45,0.45,0.19,0.52,1.29,40.0,0.77,1.03,0.32,0.71,0.52,1.61,0.45,0.0,43.5,1.16,8.97,25.0,10.3,1.42,43.5,2.71,1.16,42.9,1.29,47.6,26.3,192.4,97.5,2.77,1.74,0.39,2.19,0.71,29.2,3.48,0.26,0.06,0.06,1.03,1.1,0.06,0.39,0.71,0.0,0.06,0.0,5.68,0.45,1.03,30.4,VfB Stuttgart,Naouirou Ahamada,100,N. Ahamada,86,Naouirou Ahamada,long_name,259205.0,N. Ahamada,Naouirou Ahamada,CM,20.0,183.0,73.0,Bundesliga,VfB Stuttgart,32.0,France,Right,https://cdn.sofifa.net/players/259/205/23_120.png,72.0
34,Amar Ahmed,SWE,FW,Troyes,Ligue 1,18,2004,1,0,20,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,60.0,395.0,90.0,15.0,25.0,60.0,10.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,90.0,0.0,15.0,40.0,35.0,0.0,90.0,5.0,5.0,100.0,0.0,0.0,60.0,370.0,105.0,0.0,5.0,0.0,20.0,10.0,60.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,Troyes,Amar Ahmed Fatah,90,A. Ahmed Fatah,66,Amar Ahmed Fatah,long_name,266049.0,A. Ahmed Fatah,Amar Ahmed Fatah,LW,18.0,183.0,73.0,Ligue 1,Troyes,14.0,Sweden,Right,https://cdn.sofifa.net/players/266/049/23_120.png,73.0
35,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,19,10,834,9.3,1,9.0,3.0,33.3,1.02,3.06,22.8,0.0,0.0,0.0,26.1,36.3,71.9,419.1,107.3,12.7,16.0,79.2,9.46,13.4,70.4,2.26,4.09,55.3,0.0,0.65,2.15,0.65,0.0,2.26,36.3,35.2,1.18,0.86,0.32,0.43,0.43,0.11,0.0,0.0,0.0,0.0,26.1,0.0,0.75,1.4,0.97,0.0,0.0,0.0,0.11,0.32,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.04,1.4,0.54,1.29,0.22,0.86,1.94,44.4,1.08,1.29,0.0,1.29,1.83,3.87,0.75,0.0,49.7,1.4,9.25,27.1,14.2,2.37,49.7,2.69,1.08,40.0,1.18,44.0,35.3,192.2,76.7,1.51,1.18,0.75,2.69,1.29,31.6,3.12,0.32,0.11,0.0,2.58,1.72,0.11,0.43,1.4,0.0,0.0,0.0,5.27,1.51,1.4,51.9,Strasbourg,Jean-Eudès Aholou,97,J. Aholou,86,Jean-Eudès Aholou,long_name,220905.0,J. Aholou,Jean-Eudès Aholou,"CM, CM",28.0,186.0,71.0,Ligue 1,Strasbourg,6.0,Côte d'Ivoire,Left,https://cdn.sofifa.net/players/220/905/23_120.png,62.0
36,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,20,20,1800,20.0,2,9.0,2.0,22.2,4.4,20.0,15.6,0.0,0.0,0.0,43.4,50.8,85.4,883.9,275.7,11.6,13.3,86.9,26.7,28.9,92.2,4.85,7.45,65.1,0.0,0.05,2.3,0.2,0.0,2.85,50.8,49.4,1.25,1.15,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,43.4,0.15,0.45,0.3,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.05,1.05,0.6,0.05,0.5,0.75,66.7,0.25,0.9,0.45,0.45,0.8,2.5,4.2,0.0,60.3,8.7,31.6,27.8,1.35,0.45,60.3,0.25,0.15,60.0,0.05,20.0,38.2,185.3,99.1,0.5,0.2,0.0,0.45,0.3,38.4,0.1,0.15,0.0,0.0,0.6,0.35,0.0,0.0,1.05,0.0,0.05,0.0,6.5,1.75,1.85,48.6,Celta de Vigo,Joseph Aidoo,100,J. Aidoo,86,Joseph Aidoo,long_name,230021.0,J. Aidoo,Joseph Aidoo,CB,26.0,184.0,80.0,La Liga,Celta de Vigo,15.0,Ghana,Right,https://cdn.sofifa.net/players/230/021/23_120.png,75.0
37,Ola Aina,NGA,DF,Torino,Serie A,26,1996,12,8,676,7.5,1,7.0,3.0,42.9,1.05,2.48,16.1,0.0,0.0,0.0,41.5,55.7,74.4,693.1,278.8,21.7,23.5,92.6,13.2,17.7,74.4,5.2,9.73,53.4,1.0,1.2,3.07,1.6,1.07,4.67,55.7,44.5,10.7,0.8,0.0,0.13,3.47,9.73,0.13,0.0,0.0,0.0,41.5,0.53,1.87,2.93,2.27,0.13,0.4,0.0,0.13,0.0,0.4,0.27,0.0,0.13,0.0,0.0,0.0,1.73,1.33,0.4,0.93,0.4,0.8,1.33,60.0,0.53,1.2,0.27,0.93,1.07,2.8,2.67,0.0,68.5,2.4,14.8,31.2,23.6,1.47,68.5,4.53,2.27,50.0,1.6,35.3,36.7,236.1,119.3,3.87,2.8,0.53,1.47,0.67,40.1,4.8,0.53,0.0,0.0,1.6,1.6,0.13,3.47,1.33,0.0,0.13,0.0,6.27,1.2,0.8,60.0,Torino,Temitayo Olufisayo Olaoluwa Aina,86,O. Aina,82,Temitayo Olufisayo Olaoluwa Aina,long_name,224656.0,O. Aina,Temitayo Olufisayo Olaoluwa Aina,"LB, LW, RW",25.0,184.0,82.0,Serie A,Torino,34.0,Nigeria,Right,https://cdn.sofifa.net/players/224/656/23_120.png,83.0
38,Rayan Aït Nouri,FRA,DF,Wolves,Premier League,21,2001,17,9,913,10.1,1,10.0,5.0,50.0,1.01,2.03,14.1,0.0,0.0,0.0,39.3,48.4,81.2,605.8,210.2,21.9,24.7,88.8,14.5,17.5,82.5,1.98,2.97,66.7,0.0,0.69,2.38,1.29,0.5,3.56,48.4,40.8,7.43,0.5,0.0,0.1,2.08,6.63,0.3,0.1,0.2,0.0,39.3,0.2,1.39,2.18,1.39,0.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.58,2.18,0.4,0.1,0.79,1.19,66.7,0.4,0.2,0.0,0.2,0.69,3.37,2.57,0.0,61.8,3.56,19.0,22.2,21.5,2.48,61.8,3.86,1.98,51.3,1.68,43.6,32.3,178.1,101.7,2.48,1.19,0.99,2.18,0.89,37.3,6.63,0.3,0.0,0.0,1.09,0.69,0.3,2.08,1.58,0.0,0.1,0.1,5.25,1.29,1.39,48.1,Wolverhampton Wanderers,Rayan Aït Nouri,100,R. Aït Nouri,85,Rayan Aït Nouri,long_name,242641.0,R. Aït Nouri,Rayan Aït Nouri,"LB, LB",21.0,180.0,70.0,Premier League,Wolverhampton Wanderers,3.0,France,Left,https://cdn.sofifa.net/players/242/641/23_120.png,80.0
39,Emanuel Aiwum,AUT,DF,Cremonese,Serie A,22,2000,15,11,1029,11.4,0,3.0,1.0,33.3,0.0,0.0,17.7,0.0,0.0,0.0,36.4,47.3,77.0,622.1,231.3,16.8,18.5,90.5,16.3,20.1,81.2,2.63,6.23,42.3,0.0,0.35,3.16,0.61,0.09,3.42,47.3,40.4,6.75,1.49,0.09,0.35,0.35,4.82,0.0,0.0,0.0,0.0,36.4,0.18,0.88,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,2.28,2.19,1.4,0.18,2.11,2.81,75.0,0.7,1.32,0.79,0.53,1.67,5.44,3.25,0.09,58.7,6.14,29.5,26.1,3.95,0.44,58.7,0.53,0.09,16.7,0.35,66.7,29.0,194.5,106.4,1.49,0.88,0.0,0.53,0.26,29.5,0.61,0.18,0.0,0.0,1.14,0.7,0.0,0.35,2.28,0.0,0.0,0.0,7.02,1.67,0.61,73.1,Cremonese,Emanuel Aiwu,96,E. Aiwu,77,Emanuel Aiwu,long_name,243442.0,E. Aiwu,Emanuel Aiwu,"CB, CM",21.0,185.0,77.0,Serie A,Cremonese,4.0,Austria,Right,https://cdn.sofifa.net/players/243/442/23_120.png,70.0
40,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,9,9,763,8.5,0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.5,40.6,75.1,527.1,222.0,15.4,18.7,82.4,12.0,15.1,79.7,2.71,4.71,57.5,0.0,0.12,2.35,0.35,0.12,3.65,40.6,34.5,6.0,0.82,0.0,0.47,0.71,5.18,0.0,0.0,0.0,0.0,30.5,0.12,0.94,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.94,0.59,0.47,0.24,1.06,1.88,56.3,0.82,0.71,0.59,0.12,0.82,2.12,2.59,0.0,48.5,5.29,21.6,19.6,7.53,1.06,48.5,0.82,0.12,14.3,0.47,57.1,25.2,133.6,72.1,1.18,0.59,0.0,0.35,0.94,27.2,1.41,0.0,0.0,0.0,0.59,0.94,0.0,0.71,0.94,0.0,0.12,0.0,4.24,1.76,1.29,57.7,Brentford,Kristoffer Vassbakk Ajer,86,K. Ajer,86,Kristoffer Vassbakk Ajer,long_name,224258.0,K. Ajer,Kristoffer Vassbakk Ajer,"CB, RB",24.0,196.0,94.0,Premier League,Brentford,20.0,Norway,Right,https://cdn.sofifa.net/players/224/258/23_120.png,72.0
41,Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,28,1994,13,9,771,8.6,1,22.0,7.0,31.8,0.0,0.0,15.1,0.12,0.12,0.12,20.7,29.7,69.8,304.0,46.2,12.0,15.9,75.2,6.4,9.19,69.6,1.28,1.86,68.8,0.0,1.16,1.16,0.7,0.0,1.51,29.7,28.1,1.16,0.12,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.35,0.12,2.56,2.33,0.0,0.0,0.23,0.0,0.0,0.23,0.12,0.0,0.0,0.12,0.0,0.0,0.58,0.47,0.12,0.47,0.0,0.35,1.05,33.3,0.7,0.35,0.12,0.23,0.23,0.81,0.81,0.0,39.1,0.93,3.6,20.0,15.8,5.81,39.0,0.47,0.23,50.0,0.23,50.0,26.2,104.8,23.5,0.23,0.81,0.12,2.21,1.16,30.5,6.4,0.12,0.0,0.0,1.63,0.93,0.12,0.0,0.47,0.0,0.0,0.0,2.44,5.81,3.84,60.2,Strasbourg,Ludovic Ajorque,100,L. Ajorque,86,Ludovic Ajorque,long_name,219733.0,L. Ajorque,Ludovic Ajorque,ST,28.0,197.0,92.0,Ligue 1,Strasbourg,25.0,France,Left,https://cdn.sofifa.net/players/219/733/23_120.png,73.0
43,Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,15,14,1286,14.3,0,11.0,2.0,18.2,0.0,0.0,16.4,0.0,0.0,0.0,76.2,80.9,94.2,1319.8,411.2,33.4,34.4,97.2,37.0,38.5,96.2,4.76,6.36,74.7,1.0,0.28,5.17,0.07,0.07,4.76,80.9,79.4,1.47,0.84,0.0,0.49,0.21,0.63,0.0,0.0,0.0,0.0,76.2,0.0,0.14,1.26,1.19,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.05,0.56,0.77,0.21,1.12,1.47,76.2,0.35,1.33,0.42,0.91,0.77,2.31,1.19,0.0,88.6,5.17,32.7,49.7,6.43,1.4,88.6,0.28,0.21,75.0,0.07,25.0,63.6,387.1,239.9,1.26,1.61,0.0,0.49,0.14,69.2,0.56,0.07,0.0,0.0,0.91,0.49,0.0,0.21,1.05,0.0,0.0,0.0,5.38,0.84,1.4,37.5,Manchester City,Manuel Obafemi Akanji,86,M. Akanji,82,Manuel Obafemi Akanji,long_name,229237.0,M. Akanji,Manuel Obafemi Akanji,CB,26.0,187.0,91.0,Premier League,Manchester City,25.0,Switzerland,Right,https://cdn.sofifa.net/players/229/237/23_120.png,77.0
44,Nathan Aké,NED,DF,Manchester City,Premier League,27,1995,15,13,1156,12.8,0,4.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,84.2,92.0,91.5,1384.6,497.4,39.7,41.8,95.0,39.7,42.3,93.7,3.75,5.55,67.6,0.0,0.39,7.58,0.39,0.0,7.34,92.0,85.9,5.94,1.8,0.08,0.47,0.39,4.14,0.0,0.0,0.0,0.0,84.2,0.16,0.94,1.17,0.94,0.08,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.25,0.55,0.63,0.55,0.08,0.55,0.78,70.0,0.23,1.02,0.47,0.55,1.02,2.27,1.64,0.0,98.4,4.53,31.8,56.8,10.2,1.56,98.4,0.23,0.16,66.7,0.08,33.3,63.8,298.3,188.8,1.09,0.7,0.16,0.78,0.0,76.2,1.17,0.0,0.0,0.0,0.7,0.7,0.08,0.39,0.55,0.0,0.0,0.0,5.0,1.72,1.33,56.4,Manchester City,Nathan Aké,100,N. Aké,86,Nathan Aké,long_name,208920.0,N. Aké,Nathan Aké,"CB, LB",27.0,180.0,75.0,Premier League,Manchester City,6.0,Netherlands,Left,https://cdn.sofifa.net/players/208/920/23_120.png,76.0
45,Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,21,21,1890,21.0,0,22.0,6.0,27.3,0.0,0.0,20.4,0.0,0.0,0.0,34.0,43.9,77.3,557.9,207.1,17.5,19.8,88.4,13.4,16.3,82.5,2.14,5.29,40.5,0.0,0.86,2.0,0.86,0.67,2.43,43.9,34.0,9.57,1.1,0.1,0.62,3.0,8.48,0.0,0.0,0.0,0.0,34.0,0.33,0.86,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,1.29,0.76,0.9,0.29,0.1,0.57,0.76,75.0,0.19,1.0,0.24,0.76,0.62,1.9,1.48,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,55.6,0.76,35.6,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0.0,0.0,0.81,0.67,0.0,3.0,0.76,0.0,0.0,0.0,5.14,0.52,0.62,45.8,Almería,Sergio Akieme Rodríguez,90,Akieme,90,Sergio Akieme Rodríguez,long_name,226103.0,Akieme,Sergio Akieme Rodríguez,"LB, LB, LW",24.0,175.0,70.0,La Liga,Almería,15.0,Spain,Left,https://cdn.sofifa.net/players/226/103/23_120.png,79.0
46,Maghnes Akliouche,FRA,MFDF,Monaco,Ligue 1,20,2002,6,3,248,2.8,0,1.0,1.0,100.0,0.0,0.0,8.4,0.0,0.0,0.0,28.2,37.9,74.5,366.1,113.6,17.9,21.8,82.0,7.5,10.4,72.4,0.71,1.79,40.0,0.0,1.79,2.5,1.43,0.0,3.93,37.9,35.7,1.79,0.36,0.0,0.0,3.21,1.07,0.36,0.36,0.0,0.0,28.2,0.36,1.43,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.07,1.07,1.07,0.0,0.36,1.07,33.3,0.71,0.36,0.0,0.36,0.71,2.86,0.71,0.0,47.9,1.43,7.14,19.3,22.1,3.21,47.9,2.14,0.71,33.3,1.43,66.7,38.2,214.3,94.6,1.79,1.07,0.36,1.79,2.14,35.0,7.5,1.07,0.0,0.0,1.79,1.07,0.0,3.21,1.07,0.0,0.0,0.0,6.43,0.71,1.07,40.0,Monaco,Maghnes Akliouche,100,M. Akliouche,86,Maghnes Akliouche,long_name,264862.0,M. Akliouche,Maghnes Akliouche,CM,20.0,183.0,63.0,Ligue 1,Monaco,21.0,France,Left,https://cdn.sofifa.net/players/264/862/23_120.png,74.0
48,Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,30,1992,12,7,606,6.7,0,7.0,2.0,28.6,0.0,0.0,22.6,0.0,0.0,0.0,24.8,31.8,77.9,348.2,133.4,13.0,15.5,83.7,8.36,9.85,84.8,1.04,1.64,63.6,0.0,0.15,1.94,0.3,0.15,3.13,31.8,31.5,0.3,0.3,0.0,0.15,0.6,0.0,0.0,0.0,0.0,0.0,24.8,0.0,1.34,1.64,0.75,0.0,0.3,0.15,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,2.39,1.34,1.19,0.6,1.04,1.49,70.0,0.45,3.43,0.6,2.84,0.9,4.03,1.94,0.0,47.0,2.09,12.5,25.7,9.7,1.49,47.0,2.24,1.34,60.0,0.75,33.3,24.6,131.5,57.0,1.49,1.94,0.6,1.64,1.34,28.4,2.99,0.9,0.3,0.15,2.24,1.19,0.0,0.6,2.39,0.0,0.0,0.0,4.78,0.9,0.6,60.0,Empoli,Jean-Daniel Dave Lewis Akpa Akpro,86,J. Akpa Akpro,86,Jean-Daniel Dave Lewis Akpa Akpro,long_name,205343.0,J. Akpa Akpro,Jean-Daniel Dave Lewis Akpa Akpro,CM,29.0,180.0,70.0,Serie A,Empoli,11.0,Côte d'Ivoire,Right,https://cdn.sofifa.net/players/205/343/23_120.png,79.0
